threshold,precision,recall
0.13026075900685252,0.11389601892395189,1.0
0.14997015288715684,0.11390175156029797,1.0
0.15050280133865565,0.11385715004781799,0.9995581087052585
0.15896814536591428,0.11386288130474177,0.9995581087052585
0.1618864225728834,0.11386861313868613,0.9995581087052585
0.16339549873791373,0.11387434554973822,0.9995581087052585
0.16347673059175302,0.1138800785379852,0.9995581087052585
0.16466266242376784,0.11388581210351424,0.9995581087052585
0.1650230305375838,0.11389154624641257,0.9995581087052585
0.1663722532166368,0.11389728096676738,0.9995581087052585
0.17079261559490774,0.1139030162646659,0.9995581087052585
0.17079499375273852,0.11390875214019539,0.9995581087052585
0.17255378739449104,0.11391448859344312,0.9995581087052585
0.17555540302528558,0.11392022562449637,0.9995581087052585
0.1762338480886279,0.11392596323344245,0.9995581087052585
0.1763832302140009,0.1139317014203687,0.9995581087052585
0.17880365290807448,0.1139374401853624,0.9995581087052585
0.18005669357854753,0.11394317952851098,0.9995581087052585
0.18088914174065218,0.11394891944990176,0.9995581087052585
0.18223078428012882,0.11395465994962217,0.9995581087052585
0.18233922510462117,0.11396040102775959,0.9995581087052585
0.18236001485647615,0.11391575977428456,0.999116217410517
0.1828665640928309,0.11392149947095279,0.999116217410517
0.1843899989388817,0.11392723974604455,0.999116217410517
0.18657014485659282,0.11393298059964727,0.999116217410517
0.18713279276889386,0.11393872203184842,0.999116217410517
0.1881606043646083,0.11394446404273548,0.999116217410517
0.18841542683217277,0.11395020663239593,0.999116217410517
0.18844035919729785,0.11395594980091729,0.999116217410517
0.18852534435858018,0.1139616935483871,0.999116217410517
0.1890305731556105,0.11396743787489289,0.999116217410517
0.18925818806167524,0.11397318278052224,0.999116217410517
0.19007732785967985,0.11397892826536271,0.999116217410517
0.1902087057210002,0.11398467432950192,0.999116217410517
0.19156341397934049,0.11399042097302747,0.999116217410517
0.19184457180036205,0.11399616819602702,0.999116217410517
0.1920854402952188,0.11400191599858821,0.999116217410517
0.19228419593765597,0.1140076643807987,0.999116217410517
0.19269954291885175,0.11396298724219656,0.9986743261157756
0.19274696905808275,0.11396873424104892,0.9986743261157756
0.19314909704690655,0.11397448181955722,0.9986743261157756
0.19400215732887344,0.11398022997780916,0.9986743261157756
0.1942697428403128,0.11398597871589247,0.9986743261157756
0.1946937022619431,0.11399172803389489,0.9986743261157756
0.1958544603282069,0.11399747793190416,0.9986743261157756
0.19670142106519029,0.11400322841000807,0.9986743261157756
0.19730463510444332,0.1140089794682944,0.9986743261157756
0.19738747216330538,0.11401473110685098,0.9986743261157756
0.1982152553235676,0.1140204833257656,0.9986743261157756
0.19839216352296957,0.11402623612512613,0.9986743261157756
0.19840730791254615,0.11398153287249609,0.9982324348210341
0.19843533537180952,0.11398728428701181,0.9982324348210341
0.1991456924503595,0.11399303628198011,0.9982324348210341
0.19922768424039597,0.1139987888574889,0.9982324348210341
0.19940760978745029,0.11400454201362605,0.9982324348210341
0.19940898225795234,0.11401029575047945,0.9982324348210341
0.19979296858043705,0.11401605006813709,0.9982324348210341
0.2000695302373238,0.11397133050676357,0.9977905435262925
0.20046999623693507,0.11397708343849376,0.9977905435262925
0.2007002155496543,0.11398283695103482,0.9977905435262925
0.20070889732605177,0.11398859104447473,0.9977905435262925
0.20158141459164186,0.11399434571890145,0.9977905435262925
0.2017063699099542,0.11400010097440298,0.9977905435262925
0.2027604412717057,0.11400585681106735,0.9977905435262925
0.203002572281131,0.11401161322898258,0.9977905435262925
0.20305319515060843,0.11401737022823671,0.9977905435262925
0.20327469243974675,0.11402312780891784,0.9977905435262925
0.20362957710246535,0.11402888597111403,0.9977905435262925
0.20479377924285697,0.11403464471491338,0.9977905435262925
0.2048539333371634,0.11404040404040404,0.9977905435262925
0.20488166445545464,0.11404616394767413,0.9977905435262925
0.20560051172772315,0.1140519244368118,0.9977905435262925
0.2056480563772713,0.11405768550790524,0.9977905435262925
0.20570408775540697,0.11406344716104264,0.9977905435262925
0.2062506302063853,0.1140692093963122,0.9977905435262925
0.20630341570406066,0.11407497221380217,0.9977905435262925
0.20661097650469645,0.11408073561360077,0.9977905435262925
0.2067069392028975,0.11408649959579628,0.9977905435262925
0.20680622533553109,0.11409226416047698,0.9977905435262925
0.20733531864664959,0.11409802930773118,0.9977905435262925
0.20735708233207478,0.11410379503764717,0.9977905435262925
0.2073838518715961,0.11410956135031332,0.9977905435262925
0.20759962355344172,0.11411532824581797,0.9977905435262925
0.2076353263915625,0.11407055493783483,0.997348652231551
0.20786907634182503,0.1140763204447814,0.997348652231551
0.20788756975246483,0.1140820865345734,0.997348652231551
0.2079303696059331,0.1140878532072992,0.997348652231551
0.20804426899260015,0.11409362046304722,0.997348652231551
0.20825200265253727,0.11409938830190587,0.997348652231551
0.20838785478909283,0.1141051567239636,0.997348652231551
0.2084443439945078,0.11411092572930887,0.997348652231551
0.20866665957280955,0.11411669531803013,0.997348652231551
0.20873717908679715,0.1141224654902159,0.997348652231551
0.2088491297673696,0.1141282362459547,0.997348652231551
0.20925351275516,0.11413400758533501,0.997348652231551
0.20964164531052096,0.11413977950844544,0.997348652231551
0.20964212706494456,0.1141455520153745,0.997348652231551
0.20998350043770062,0.1141513251062108,0.997348652231551
0.21022490607878314,0.11415709878104294,0.997348652231551
0.21033098822458932,0.11416287303995953,0.997348652231551
0.21033486967584397,0.11416864788304922,0.997348652231551
0.2109751386125821,0.11417442331040065,0.997348652231551
0.21108919250892946,0.1141801993221025,0.997348652231551
0.21112168054125124,0.11418597591824345,0.997348652231551
0.21113035589773613,0.11419175309891222,0.997348652231551
0.21117246563810887,0.11419753086419752,0.997348652231551
0.21127310727062545,0.11415270960886505,0.9969067609368095
0.2114085374636904,0.11415848598320008,0.9969067609368095
0.2116329872513895,0.1141642629421588,0.9969067609368095
0.21200898226271123,0.11417004048582996,0.9969067609368095
0.21231991074928164,0.11417581861430234,0.9969067609368095
0.21234356981428237,0.11418159732766474,0.9969067609368095
0.21245922445435703,0.11418737662600598,0.9969067609368095
0.21251660126091887,0.11419315650941486,0.9969067609368095
0.21265054743768147,0.11419893697798025,0.9969067609368095
